Cover_Value	Emax	Emin	Flux	Flux_error	Index	Index_error	Npred	Pref	Pref_error	Scale	Tmax	Tmax_MJD	Tmin	Tmin_MJD	Ts
0	300000.0	100.0	1.17388730133e-07	6.03105715131e-08	-2.56562752169	-0.43184417867	17.5985866006	7.23580814231e-14	9.54077364802e-14	5207.585938	426595818.0	56847.452	426420525.0	56845.423	8.21029036302
0	300000.0	100.0	4.09655731571e-07	7.96633738126e-08	-2.0806252575	-0.151255136898	61.3009632167	1.18636038448e-12	4.74645998144e-13	5207.585938	426771111.0	56849.48	426595818.0	56847.452	120.958594209
0	300000.0	100.0	2.72184550189e-07	9.39355486156e-08	-2.50279307098	-0.289715089246	40.351438424	2.06464472205e-13	1.76667230538e-13	5207.585938	426946404.0	56851.509	426771111.0	56849.48	26.2790033615
0	300000.0	100.0	5.83010403467e-08	0.0	-6.09719172688	-0.335006594349	6.06832146886	1.00058990034e-19	1.79911842618e-20	5207.585938	427121697.0	56853.538	426946404.0	56851.509	0.780003341475
156	300000.0	100.0	1.2346951442e-07	8.1567208172e-08	-2.87427464284	-0.586193492623	17.7374049386	2.68830223241e-14	4.97498033869e-14	5207.585938	427296990.0	56855.567	427121697.0	56853.538	4.14777213925
0	300000.0	100.0	2.50484824962e-08	2.77633459563e-08	-1.94308538005	-0.661973853252	4.80307744821	1.09088554556e-13	1.73639822933e-13	5207.585938	427472283.0	56857.596	427296990.0	56855.567	2.40809963288
156	300000.0	100.0	8.3446036569e-08	7.64379633933e-08	-3.61194984119	-4.33151668937	10.50032373	1.36884774665e-15	2.07295949209e-14	5207.585938	427647576.0	56859.625	427472283.0	56857.596	2.07421679686
156	300000.0	100.0	1.5768481157e-07	8.12958683376e-08	-3.8413536869	-1.26688820489	19.0044943722	1.13553967751e-15	5.1634436048e-15	5207.585938	427822869.0	56861.654	427647576.0	56859.625	5.73227487926
0	300000.0	100.0	2.50772615925e-07	1.52835007013e-07	-6.4842286347	-0.163165756931	12.2751231902	1.00067669758e-19	1.08644306226e-20	5207.585938	427998162.0	56863.682	427822869.0	56861.654	3.6965684593
0	300000.0	100.0	3.00949943633e-07	1.10259954964e-07	-2.8946859585	-0.442799522678	27.7712535255	6.11025925229e-14	8.48148571706e-14	5207.585938	428173455.0	56865.711	427998162.0	56863.682	16.7626031457
0	300000.0	100.0	4.85429755086e-14	0.0	-1.61023908268	-62.2547371186	9.549296141e-06	5.13612872035e-19	4.18368710487e-15	5207.585938	428348748.0	56867.74	428173455.0	56865.711	-6.8603476393e-06
